""," Features ","BALANCE","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PAYMENTS","Kmeans_model.cluster"
"924","924",-0.669997082542058,0.165365613656937,-0.307235751048258,0.744961078676258,-0.559215253971717,0.782378791680436,-1.01154135706252,0.800302642160129,-0.836179918440953,-0.69472978901599,-0.0895863360255118,3
"925","925",1.27689922427333,0.772142590394948,0.30758912118199,1.06895367295113,0.887097726740805,0.746272786890852,-0.594059388165023,0.95626918452805,1.41859736218186,1.78340428351675,1.53232337960937,4
"926","926",-0.728195404846935,-0.183374448932594,-0.37051124286133,0.0252545965154969,0.213860607250557,0.253151076721745,-1.01154135706252,-0.036944564789655,0.0178268023457254,-0.120323510983535,-0.253323208131701,3
"927","927",-0.66876116380525,0.556170503733877,0.200746546226033,0.747669657501011,-0.234684121327714,0.782378791680436,1.96216131157851,1.07938727713594,-0.221074577893265,-0.125106239437674,0.23575873868092,3
"928","928",-0.449622501077205,0.0580588153523792,0.267163201144371,-0.568654695664075,-0.418402292847921,-0.540688908036323,0.310106916735864,-1.43235434371341,-0.673732967798783,-0.595668147221715,-0.146404533735889,2
"929","929",2.13259909550971,-0.162669463129177,-0.265060633943382,-0.119037504684719,-0.150838153022144,0.150049738708905,-0.101572737937618,-0.273405147337016,1.41859736218186,0.5946843780132,-0.10257675889818,4
"930","930",-0.223459879998536,-0.613586108190316,-0.525949926873837,-0.572603274866902,-0.371770869819058,-1.86375660775308,-1.01154135706252,-1.71143897868922,0.448951359360562,0.0532014418727257,-0.518608343498609,2
"931","931",-0.345495999455341,-0.082627985416992,-0.167644737032831,-0.106299127040456,0.27238690638788,-0.485609132765485,-0.35071722016333,-0.5589882097861,-0.509522118415974,-0.445445539302409,1.10564306124044,2
"932","932",-0.315216241515976,-0.370873038054005,-0.309313563219056,-0.536803606911579,-0.648373996787364,0.782378791680436,0.640517002717015,1.07938727713594,0.454534729700829,-0.148265562926521,0.0318314927166341,3
"933","933",0.746936364481636,-0.178241161726675,-0.118545961090713,-0.425819308594395,-0.622742876672517,0.253151076721745,0.970927088698166,-0.595107136763626,0.936568938123457,-0.148265562926521,-0.0950463806048627,3
"934","934",-0.444473501289408,0.755424245221283,0.73009736332558,0.251852782931931,2.42471710334017,0.689982087114272,0.538126340114912,0.133154948050325,-0.991556326838602,-0.742625515678298,0.925907418372833,3
"935","935",0.112770085206572,-0.371519972879956,-0.514980300854476,-0.160120088693985,-0.258125307817095,1.04699106147981,-1.01154135706252,1.35846856312293,-0.360449670794353,-0.0572538887423106,0.0740613123132263,3
"936","936",-0.596129684138578,-0.609765442370386,-0.520969288876188,-0.607422624700192,-0.244317925906981,-1.33452889279439,-0.35071722016333,-1.61618244250572,1.10991309558316,0.405414851804051,-0.471924512618913,2
"937","937",-0.193114845809543,-0.113172644449817,-0.0642233952488739,-0.36972587741454,1.35110242711924,0.517763346521121,0.310106916735864,0.521221356173144,0.0977413667326827,-0.119248698641641,0.843629354636581,3
"938","938",1.45476854558191,0.0788847799056157,-0.0851640527360125,0.129226461832308,-0.523748072426025,0.847610633117451,0.234026633232553,0.352405742325371,-0.895148328281231,-0.742625515678298,-0.252422090417031,3
"939","939",-0.566830082090397,2.81691706855591,3.70264840040346,-0.272610401793397,0.468772073082919,0.517763346521121,1.30134113961621,-0.595107136763626,-0.129611105862175,-0.0146666538164214,3.48530918590482,1
"940","940",5.19006310292493,-0.437554204462219,-0.365376689839846,-0.246951955914093,2.04223817821722,-0.276076638236947,-0.271791034506897,-0.036944564789655,1.90062578624026,0.743274366201144,0.806278570062721,4
"941","941",-0.708999316740354,-0.369447906263503,-0.270409585926993,-0.604933917432973,-0.603951576084775,-1.59914116259377,-0.681127306144481,-1.71143897868922,-0.817211907384745,-0.582963302463017,-0.594559185248866,2
"942","942",0.241962565182585,7.52633538927184,6.329314656118,6.18720398933212,1.92373739316671,1.04699106147981,2.6229854484777,1.35846856312293,1.74984675110784,1.60833167194582,6.1179947166394,1
"943","943",0.791739820735499,0.135892899992323,-0.144844892599434,0.375655453622505,-0.40971846514563,0.612093189424381,-0.441063068617389,0.619949506073873,1.90062578624026,0.743274366201144,-0.159578524411394,4
"944","944",0.417689819802771,-0.0829167215027829,0.165833190544357,-0.344998203680805,0.720158799803632,-0.540688908036323,0.640517002717015,-0.997668637261648,0.840160939566087,0.148914413449367,-0.162567223298981,2
"945","945",-0.533515517088108,-0.161767763332519,-0.0292122601709242,-0.550616235026193,-0.348832317826366,0.782378791680436,0.970927088698166,0.521221356173144,-0.493222345463907,-0.489585218801932,-0.173884333933661,3
"946","946",0.156929501514008,-0.541227854287702,-0.431623365531866,-0.614118499822413,-0.475524075355383,-1.86375660775308,-1.01154135706252,-1.45129456098837,-0.0274936943575724,0.148914413449367,-0.322591668572237,2
"947","947",-0.730398568350082,-0.289617086327797,-0.103622380734568,-0.202792374411473,-0.607695654874384,-0.540688908036323,0.640517002717015,-0.276339449929141,-0.843092615337835,-0.701576113190215,-0.0449415607654025,2
"948","948",-0.735608152625496,-0.560743721537237,-0.355276151631117,-0.542288198058798,-0.138447086211633,-1.86375660775308,-0.76627190511734,-1.71143897868922,-0.00542552275392244,0.0776534813233138,0.167172171568873,2
"949","949",-0.754358362186438,-0.634981836781928,-0.553841499660669,-0.455043032919112,-0.255926216082261,-1.86375660775308,-1.01154135706252,-1.62088211117035,-0.522331368472067,-0.307951288160838,-0.16153001985328,2
"950","950",-0.0515684114180877,-0.393089155011859,-0.344330989117015,-0.14035083494817,-0.282334253603559,1.04699106147981,-0.805759168737289,1.35846856312293,-0.338636490602168,-0.175317410658379,-0.360324771402745,3
"951","951",-0.592590994920402,-0.517113124253685,-0.400187289630142,-0.500044299240717,-0.655324014624758,1.04699106147981,2.6229854484777,-0.506660442314557,-0.991556326838602,-0.672216753999651,-0.0269781587652688,3
"952","952",-0.0243723442472078,0.35462686578239,0.514991192210193,-0.31343014574155,-0.15357299037753,0.729455067576586,0.640517002717015,0.0188730320032732,0.551188563052244,1.10098669974815,-0.390868818913569,3
"953","953",-0.0148688336903315,1.17097892126327,1.08517340793856,0.595101368928275,-0.548241204687402,1.04699106147981,1.63175122559736,0.521221356173144,-0.306338861484114,-0.343502602537072,0.549221327645386,3
"954","954",-0.233402790688358,-0.50841231963799,-0.388844879662491,-0.531665929885539,-0.167857783741527,-1.33452889279439,-0.35071722016333,-1.5302079254267,1.25880911954287,0.691175250991213,-0.491929058325158,2
"955","955",1.12501603913258,-0.0545640995654319,0.15462522724658,-0.631693777108235,0.157217376371135,-0.0114611930776316,0.970927088698166,-1.43235434371341,-0.0274936943575724,-0.296855551114465,-0.223929346818239,2
"956","956",-0.74704709222199,-0.490523165320375,-0.365524493651415,-0.339411023664227,-0.54224099063076,-1.33452889279439,-0.35071722016333,-1.39048607553239,-0.72732307721296,-0.433874783496448,-0.519357761231611,2
"957","957",-0.638108133455835,-0.271327160425897,-0.176912026321229,-0.541645976985692,-0.122397527363492,-0.620329424192004,-0.681127306144481,-0.82525192061431,-0.509522118415974,-0.445445539302409,-0.552082162953729,2
"958","958",-0.532246084459772,0.217204782536439,0.557072999881124,-0.512233373060889,2.05363603410953,-1.06991662299501,-0.0203071341821789,-1.61316955106564,0.140580384090222,0.498159892467376,1.17144760842604,2
"959","959",-0.662629357975861,-0.166193172576709,0.0572736158324175,-0.500178512516295,-0.410457900501469,-1.86375660775308,-1.01154135706252,-1.61787129599937,-0.206384562496076,-0.40181703824182,-0.230493227610655,2
"960","960",-0.0365785512140094,0.0886743329909472,0.230590765590256,-0.427997548319506,-0.67704278402046,-0.188571831653472,0.19754674620208,-0.409281225623493,-0.0274936943575724,-0.445445539302409,-0.46268599523178,2
"961","961",-0.3444996737501,0.869436973367069,1.15432177474027,-0.254987781058071,-0.27944139543732,0.0943830797701309,1.03701069186915,-0.31602585077664,-0.316711905665459,-0.445445539302409,0.361038446511375,3
"962","962",-0.131825075670413,-0.219462161180234,-0.0121680891581119,-0.506601685771515,-0.0797556747690675,-1.06991662299501,-0.0203071341821789,-1.33931953396245,0.936568938123457,0.297504401637311,0.404006039191259,2
"963","963",1.59759133936077,0.846493908196697,0.818527585831579,0.30755552242241,3.65020526468364,0.484348490733256,0.399504804732084,0.327761825314705,1.15566908628186,-0.148265562926521,1.89895262902199,4
"964","964",0.161454430087163,-0.421348018278783,-0.185846114246967,-0.208099022315864,-0.110331118339209,1.04699106147981,-0.671145380945896,1.35846856312293,0.129574632351732,-0.296279840079092,-0.421105917069466,3
"965","965",-0.721809603580271,-0.283438389946608,-0.290942029558982,0.122527416964634,-0.642599243707471,0.758322264782328,-0.143425082293143,0.749562112430145,-0.849477381689893,-0.567438706007789,-0.37792485132278,3
"966","966",0.626992552481484,-0.374806214278449,-0.252967253138769,-0.0965190614355602,0.171099263493635,-0.0114611930776316,-0.104119531151088,-0.036944564789655,0.123650648641071,0.264817626946542,-0.13776372063581,3
"967","967",0.417684463699189,-0.122159413010317,-0.128941133156971,-0.272250756472268,-0.315928714240771,1.04699106147981,-0.35071722016333,1.35846856312293,-0.509522118415974,-0.296855551114465,-0.428044497406958,3
"968","968",-0.677648316918001,0.188102091235666,0.519134594127256,0.0723738426443852,-0.628923215294349,1.04699106147981,2.6229854484777,-0.148390301681802,-0.823042704954485,-0.638880472798052,-0.0562796691187929,3
"969","969",0.593092530336622,-0.246286516789613,-0.113706095169322,0.211595828525513,-0.483736843146933,-0.8053011778357,-0.881390849936771,-0.874191771739439,-0.991556326838602,-0.742625515678298,-0.138959053948039,2
"970","970",1.46656101784044,-0.381050541728937,-0.22281546479118,-0.241124344434673,1.02027903139428,-1.59914116259377,-0.681127306144481,-1.27742236581273,-0.509522118415974,-0.594035527490353,1.57530542814647,2
"971","971",0.740308257014353,11.8266377515763,8.71007795263085,12.1184296697281,-0.485728846397038,0.729455067576586,1.82999807017343,0.688670797563101,-0.990390671291135,-0.741270823856232,8.54844782168592,1
"972","972",1.14344836534099,0.0722069987199264,0.368053204461158,0.749678310491031,-0.118276629451462,1.04699106147981,2.6229854484777,1.26833960531856,-0.514733702827726,-0.549260465997418,2.56005608383926,3
"973","973",-0.485418626223267,-0.588575982853714,-0.493346609429106,-0.54303625893261,-0.274065861148598,-1.86375660775308,-1.01154135706252,-1.54737923267422,-0.0274936943575724,-0.445445539302409,-0.479275803202224,2
"974","974",0.207602156253541,0.0846018949504748,0.316743466266977,-0.596201279479307,-0.0327510310838382,1.04699106147981,1.63175122559736,-0.874191771739439,2.38265999466289,1.63481429532881,-0.32044394625408,4
"975","975",-0.169613565997242,-0.599217591947264,-0.507219061275318,-0.337750695749856,-0.231944875773015,-1.59914116259377,-0.681127306144481,-0.107040523972361,-0.197857284307478,0.189441767467728,-0.436029063871793,2
"976","976",-0.589542642697736,1.20602122433564,-0.0164492925412964,3.69337837695778,-0.62825309768907,1.04699106147981,0.738315882751402,1.35846856312293,-0.601746338691661,-0.547540763071335,0.632101822224411,3
"977","977",-0.327984923063051,0.0617857225018822,-0.443998570372649,0.748152930901279,-0.103019086306793,1.04699106147981,1.96216131157851,1.07938727713594,0.537353057161156,0.98450682194713,0.422071923144088,3
"978","978",1.92599818034733,-0.430995785465798,-0.287924320284369,-0.0563524785886525,1.19225786528048,1.04699106147981,2.6229854484777,-0.57792141798932,0.454534729700829,0.148914413449367,-0.0718638071618167,4
"979","979",-0.739861858100025,-0.503560308443354,-0.38251977496609,-0.628817138551241,-0.278213808398881,-1.59914116259377,-0.681127306144481,-1.62872103830809,-0.509522118415974,-0.594035527490353,0.0611161074364717,2
"980","980",-0.0506489376693645,-0.462498698729521,-0.403389564858078,-0.583456348411795,-0.238570682935724,-0.276076638236947,-0.35071722016333,-0.595107136763626,-0.187398602825,0.139276790982146,-0.371517992355374,2
"981","981",-0.699983003311188,-0.549666134626199,-0.458079137266913,-0.51573063887667,-0.119531454042101,-1.06991662299501,-0.69054997582297,-0.874191771739439,-0.0549809848615495,-0.166500656529185,-0.561480894926639,2
"982","982",-0.103026249583768,0.153552021183041,0.29178527536833,-0.384999564646242,0.00884694596890736,1.04699106147981,-0.35071722016333,1.35846856312293,-0.0577137243439342,-0.166895540806008,1.78463401069115,3
"983","983",-0.582970925370385,0.804420023358947,0.585349579040781,0.635516511890158,-0.384990415516921,0.782378791680436,2.29257536249655,-0.595107136763626,-0.843014035939368,-0.650340628675865,0.768860130929631,3
"984","984",-0.0967838604679649,-0.619047550742733,-0.136071574928013,-0.682066599898881,-0.649015960591303,-1.86375660775308,-0.802820836342304,-1.71143897868922,-0.0274936943575724,-0.445445539302409,0.0406268127012407,2
"985","985",0.625666516604371,-0.405179335563518,-0.254269874329705,-0.316199738016211,4.48638215942463,-1.26236248746,-0.260606099429724,-0.631884718673571,2.20737640551763,3.41789415358414,1.43621073758701,4
"986","986",0.590621900800502,0.395050916537313,0.119461311861954,0.510888169202638,0.169574819268658,1.04699106147981,-0.35071722016333,1.35846856312293,-0.991556326838602,-0.594035527490353,0.808259676939938,3
"987","987",-0.247237955970358,-0.555291654851864,-0.37922168081615,-0.529217338419012,-0.114777510219863,-1.33452889279439,-0.565647771849332,-1.43235434371341,0.950101897249814,0.35796511155771,-0.540907164351751,2
"988","988",0.890953648733932,-0.618109964038455,-0.08300004839245,-0.679818816641824,-0.705280962585493,-1.86375660775308,-0.560068159925124,-1.71143897868922,-0.991556326838602,-0.742625515678298,-0.480251468842716,2
"989","989",-0.675298681251878,0.212108998798691,-0.472684600754198,1.16129549354834,-0.637786037025333,1.04699106147981,-0.35071722016333,1.35846856312293,-0.991556326838602,-0.742625515678298,-0.0692492709742589,3
"990","990",1.80315370247874,0.0886888723319843,-0.0890637235076404,0.159902675660303,2.11177390891374,0.330691692249619,-0.151559805881408,0.337202988035636,0.936568938123457,0.297504401637311,0.469107703437742,4
"991","991",-0.0178950740662985,0.589548590406155,0.286749636460278,0.669525472569428,-0.365768862804086,0.782378791680436,2.29257536249655,0.521221356173144,-0.685474449497531,-0.597034867471959,-0.15457867900223,3
"992","992",-0.0302881101425205,-0.0776943635599574,-0.444114683405723,0.413974994074631,-0.682965030932164,1.04699106147981,-0.0203071341821789,1.35846856312293,-0.991556326838602,-0.594035527490353,0.351140829097157,3
"993","993",-0.660817091898307,-0.451546415842484,-0.490545281048895,-0.396914171939237,-0.483228463156764,0.155531985981395,-0.794779411116897,0.0441570813269381,-0.991556326838602,-0.742625515678298,-0.429904595410921,3
"994","994",0.613677696053945,-0.290381219491783,-0.154822117107943,-0.627951217985236,1.38699646086885,-0.0114611930776316,-0.35071722016333,-0.874191771739439,1.70106232266766,5.30580661593544,1.45359874127308,4
"995","995",-0.14485906762803,0.0838049462518389,-0.0657778421401604,1.00296164092125,0.39688030793575,1.04699106147981,0.00906333111576641,1.07938727713594,0.454534729700829,0.297504401637311,0.541059829136444,3
"996","996",-0.153497703595907,-0.42684696429937,-0.282515897428026,-0.544754289053939,-0.299704491488919,-1.26236248746,-0.260606099429724,-1.53207313190617,0.472845908115152,-0.0433601319638585,-0.525536257708949,2
"997","997",-0.750438500618116,-0.589691711031805,-0.16880101490168,-0.611688506120429,-0.408245422439767,1.04699106147981,-0.576339535400385,1.35846856312293,-0.196823575379782,-0.0549098033098982,-0.244820197113479,3
"998","998",0.344240911850333,0.0214025789567869,0.0667406732492441,-0.287944814499325,-0.146066724690071,0.644211097214499,0.350348730045255,0.463322351053256,-0.509522118415974,-0.148265562926521,-0.488302888224209,3
"999","999",0.653892378633592,-0.559548298489284,-0.181649695444763,-0.53942227440605,-0.55950749221481,1.04699106147981,-0.777574135871634,1.35846856312293,0.454534729700829,-0.148265562926521,-0.225516327062364,3
"1000","1000",-0.0525793776529148,-0.195277112143396,-0.492735488202401,0.221497313772849,-0.159300788849717,1.04699106147981,-1.01154135706252,1.35846856312293,-0.206164679223716,-0.270884080821348,-0.210321541499672,3
"1001","1001",0.21791528174659,-0.624438674292328,-0.293937367979359,-0.694991353626958,0.884408112504867,-0.8053011778357,-0.00943344344032791,-0.595107136763626,1.02580937718982,0.842495129623122,0.0919810698217501,2
"1002","1002",0.0392781725625743,-0.297370928372171,-0.261407770257623,-0.448690503234949,-0.379399005831288,-0.276076638236947,-0.681127306144481,-0.874191771739439,-0.502410010212234,-0.591842571078276,0.213141318139922,2
"1003","1003",-0.718217640999163,-0.602639783417877,-0.511680246230267,-0.458649978860586,-0.272006784247647,-1.86375660775308,-1.01154135706252,-1.62471634481058,-0.542198642699812,-0.322238921414422,-0.460492517489448,2
"1004","1004",1.05669025291548,-0.604599339629817,-0.532482812787317,-0.686719511240988,-0.570080345201412,-1.33452889279439,-1.01154135706252,-1.43235434371341,-0.509522118415974,-0.296855551114465,-0.267979716255215,2
"1005","1005",-0.233987420410581,-0.418754206825283,-0.392237640671806,-0.499091814916309,-0.669981731087334,0.335616058877659,-0.462617647497723,0.233059533691157,-0.991556326838602,-0.742625515678298,-0.513288409322532,3
"1006","1006",-0.634686455425642,0.610123930631525,1.06928425604422,0.132331011003329,-0.534791838758511,0.782378791680436,2.29257536249655,-0.224543206101637,-0.242131978892322,-0.295751355376717,0.469463684179963,3
"1007","1007",-0.735216567286475,-0.248232009200989,-0.374417774212763,0.20693167826712,-0.603582197585485,1.04699106147981,-0.397612349349257,1.35846856312293,-0.716702553856952,-0.530400072207087,-0.313610470510095,3
"1008","1008",0.851836676348321,0.201139234358644,0.302082668038315,-0.289850899375023,3.92166233185832,0.517763346521121,-0.35071722016333,0.521221356173144,3.34671684277969,3.41789415358414,1.51136728929882,4
"1009","1009",-0.708035172876091,-0.122787596102183,-0.142495801965296,-0.248828854933735,-0.126159690750984,1.04699106147981,-0.681127306144481,1.35846856312293,-0.332153251936883,-0.336092214745451,-0.136970894751606,3
"1010","1010",-0.633233860795629,-0.296273895574788,-0.230244333952512,-0.503372045167088,0.909156075135986,0.281114241919444,0.0829467191654092,0.0714382162547815,-0.64724783064079,-0.445445539302409,-0.284856182979747,3
"1011","1011",-0.158551297006928,1.1999409745584,1.06134579130931,0.708355928335086,0.437974778311134,-0.276076638236947,-0.35071722016333,-0.595107136763626,-0.517813657012126,-0.206525044348887,0.754013552730977,3
"1012","1012",1.09537957549921,-0.265324214819967,-0.105009625919189,-0.659487617081744,-0.680644413494904,-0.396352922007611,0.0998423484415936,-1.38161381398343,-0.947733983461231,-0.594035527490353,0.0952160193596997,2
"1013","1013",5.19728482772744,-0.245817723437474,-0.431623365531866,-0.0120586055516475,4.25132417991555,0.253151076721745,-0.681127306144481,-0.036944564789655,3.82875105120232,2.97212418902031,4.22736964914744,4
"1014","1014",0.187059275564498,0.192954267501321,0.379420468083746,-0.451702888876418,-0.695388382780842,0.175395910686231,0.324123938375186,-0.118951388380168,-0.991556326838602,-0.742625515678298,-0.480570172169646,3
"1015","1015",-0.556945446327092,-0.148463407998822,0.0803862206264139,-0.383627463517309,-0.597280118047673,-0.540688908036323,0.640517002717015,-0.835179953021553,-0.517886757411812,-0.494951060734576,-0.115533976722343,2
"1016","1016",-0.00996303872013594,-0.29574421544025,-0.111609735167607,-0.37566471003275,-0.639263060925356,1.04699106147981,2.6229854484777,-0.293202205403224,-0.86114634501992,-0.650238218229863,0.212498078961373,3
"1017","1017",0.268754662648481,-0.0565656383560604,-0.488488428331671,0.546235489422419,-0.705134015497148,1.04699106147981,-0.817215775496809,1.25356498916381,-0.991556326838602,-0.742625515678298,-0.572114545888152,3
"1018","1018",-0.251445682369597,-0.214162033181029,-0.0554003503010314,-0.628065379326544,0.694540686874217,-0.192833390848639,0.159752531671976,-1.10680464767515,0.454534729700829,1.04045434257703,-0.589731293207011,2
"1019","1019",-0.446846485603228,0.535388894433567,0.569124310471754,0.0203769068476834,-0.498330324009156,-0.540688908036323,-0.0203071341821789,-1.43235434371341,-0.350439983694493,-0.446181695602877,-0.2245289295451,2
"1020","1020",-0.625078465250597,0.800111812452792,0.615386187333349,0.569948674281808,-0.0673020476101249,-0.0114611930776316,-0.0203071341821789,0.242140070186158,-0.393232001103282,-0.513132514416876,0.620730684954216,3
"1021","1021",0.00680412327906847,-0.613586108190316,-0.525949926873837,-0.576314714482121,-0.379326100599919,-1.83970008085497,-0.981502995172358,-1.71143897868922,0.449543314798146,0.0469578772446159,-0.510315557203108,2
"1022","1022",-0.572023193966058,-0.0780600223746256,0.172164406453024,-0.481975047379298,-0.243641099486165,-1.86375660775308,-1.01154135706252,-1.30643733227668,-0.367336502257192,-0.220799870102046,0.229670664171368,2
"1023","1023",-0.54074270334598,-0.491015398340121,-0.454057625764219,-0.558640821253887,-0.536711831040818,0.517763346521121,-0.35071722016333,0.242140070186158,-0.675167938644768,-0.596331658991192,-0.458553028906627,3
"1024","1024",-0.698269875661028,0.00673531916022994,0.111192841664631,-0.404858729722339,-0.673821978510765,1.04699106147981,-0.681127306144481,1.35846856312293,-0.991556326838602,-0.742625515678298,-0.462805218332161,3
"1025","1025",0.499658836239208,-0.537627521343276,-0.426929954510768,-0.455020951616656,-0.622517175262243,-1.86375660775308,-1.01154135706252,-1.26870478857807,-0.991556326838602,-0.742625515678298,-0.190649670210618,2
"1026","1026",-0.731668876023542,-0.393572012164562,-0.23913851275648,-0.286281397515493,-0.630287545330607,1.04699106147981,2.6229854484777,0.123541360881602,-0.991556326838602,-0.679932775554791,-0.488668194189298,3
"1027","1027",-0.237116989232103,-0.613586108190316,-0.525949926873837,-0.468863091298392,-0.690897662184267,-1.86375660775308,-1.01154135706252,-1.35474054563852,-0.991556326838602,-0.742625515678298,-0.516571703569448,2
"1028","1028",0.348607579444778,-0.621255567431306,-0.274223770057215,-0.68736012946925,-0.648008975863516,-1.86375660775308,-0.152841565725823,-1.71143897868922,-0.991556326838602,-0.594035527490353,-0.568504545698108,2
"1029","1029",-0.742709326612745,-0.613586108190316,-0.525949926873837,-0.487413742714627,-0.509995656717826,-1.86375660775308,-1.01154135706252,-1.52157420226221,-0.477300852754989,-0.312966306068451,-0.450401480846521,2
"1030","1030",1.67406595371441,0.390949989630392,0.133765578727106,0.47475007481245,1.04503118300814,1.04699106147981,1.23842901206325,1.35846856312293,0.454534729700829,-0.148265562926521,2.34018678859579,4
"1031","1031",1.89860426157723,-0.112999365497738,-0.206185215429051,-0.108233448272391,0.710772202806732,0.430959662203639,0.0236589861152968,-0.0740772534494419,0.454534729700829,0.743274366201144,-0.121742626974652,4
"1032","1032",-0.610316716177576,0.579633611008421,0.870645412515908,-0.428067091851452,-0.649573772162173,0.253151076721745,1.30134113961621,-1.15327305772642,-0.894909573579361,-0.712833563832832,0.514583250438394,3
"1033","1033",-0.209927944550903,-0.594707799899689,-0.28046542117411,-0.623714146545684,-0.44752262000741,-0.276076638236947,-0.404022638860806,-0.036944564789655,4.31077947526072,1.04045434257703,0.0518960385616643,4
"1034","1034",2.05544370999992,-0.422815341470977,-0.406243500986792,-0.483070348151634,-0.333408257212969,0.782378791680436,0.310106916735864,1.07938727713594,-0.0274936943575724,-0.148265562926521,0.909847876497062,3
"1035","1035",-0.751171400218341,-0.194032961111727,-0.153761344451162,-0.398915408328247,-0.668073036116479,-1.04547529147061,-0.576917615261161,-1.12749663817126,-0.991556326838602,-0.742625515678298,-0.551708463563059,2
"1036","1036",1.49501626917273,-0.576387355698107,-0.367516072794872,-0.579792461702792,0.451251761101747,-0.276076638236947,-0.381438802234542,-0.31602585077664,1.41859736218186,0.000324425261422972,-0.244497702037899,4
"1037","1037",-0.228118826134188,-0.57920011581094,-0.481124184894999,-0.5469689772049,-0.68798641736999,-1.86375660775308,-1.01154135706252,-1.54301572921402,-0.0274936943575724,-0.445445539302409,-0.494040403263418,2
"1038","1038",2.33948674742119,-0.157661764660595,-0.346415086808536,0.0425841433116962,0.859582979361772,0.290378480459355,-0.185752789742681,0.0603069778958779,1.41859736218186,1.48622430714086,-0.0849805846553241,4
"1039","1039",-0.597106444238924,0.094296541472704,0.0718794131506754,-0.122638302882561,-0.408481057404762,1.04699106147981,-0.35071722016333,1.35846856312293,-0.19008920618085,-0.0863017862542054,-0.256784978672174,3
"1040","1040",-0.539116902216681,-0.619806995973197,-0.534059505552217,-0.279186432849236,-0.450156274682964,-1.86375660775308,-1.01154135706252,-1.43591679248407,-0.991556326838602,-0.594035527490353,-0.0411379974223588,2
"1041","1041",-0.654383484977828,-0.619047550742733,-0.542236307565535,-0.703420540840921,-0.333313499824627,-0.540688908036323,-0.681127306144481,-1.43235434371341,0.373691718394642,-0.386937542627644,-0.400530404376165,2
"1042","1042",-0.0510766500088272,-0.0556280010013905,-0.0557203809098785,-0.247405153591865,-0.43059000815643,-0.509791452524019,-0.559221888509097,-0.527729001156111,-0.991556326838602,-0.742625515678298,5.31616777421379,2
"1043","1043",2.62407282274148,-0.573855871596558,0.356825090486197,-0.573723446908738,0.214006590514788,-1.06991662299501,-0.600009557825803,-1.15327305772642,-0.991556326838602,-0.742625515678298,2.75182715763106,2
"1044","1044",-0.721966266483169,-0.290718750705323,-0.51779145849732,0.0387637738904088,-0.630890842816034,1.04699106147981,-1.01154135706252,1.35846856312293,-0.839222520375016,-0.695667689641181,-0.330927628947594,3
"1045","1045",-0.144959059933983,0.075111040222041,-0.123161950490746,0.190059848377026,-0.0695896238323445,0.57511541897193,0.46928766250836,0.401073744672293,1.00542600987164,-0.148265562926521,-0.44746495742844,3
"1046","1046",-0.741382132828203,-0.497822277813176,-0.375039651151217,-0.361595044696217,-0.627027757832449,1.04699106147981,2.6229854484777,-0.114249073333574,-0.876640522896735,-0.637309257894803,0.119257441135971,3
"1047","1047",-0.687494244802859,-0.14626007924377,0.0832584903919291,-0.337295406236337,-0.155260539760379,-1.86375660775308,-1.01154135706252,-1.32843309622006,-0.375787369633896,-0.266438084227611,0.489057178854083,2
"1048","1048",0.129226157840215,0.622434444058688,1.05486790630624,-0.664252917586705,-0.62324683049887,1.04699106147981,2.6229854484777,-1.71143897868922,-0.991556326838602,-0.742625515678298,0.0327961588482374,3
"1049","1049",0.0572729406104344,-0.503724386116602,-0.382733667395437,-0.470254925887474,-0.690710188760202,-1.59914116259377,-0.681127306144481,-1.34622234405419,-0.991556326838602,-0.742625515678298,-0.430886156680265,2
"1050","1050",-0.250829007908024,-0.097601997557864,-0.035828945114059,-0.384615832483757,-0.637791057999721,-0.205722783370304,-0.131542865499817,-0.244654242394702,-0.0274936943575724,-0.445445539302409,-0.492368449597186,2
"1051","1051",1.58420383638874,-0.0244441266905178,0.242058341151315,-0.38878075690796,-0.094558242278054,-0.540688908036323,0.640517002717015,-0.751526015486631,-0.0274936943575724,-0.445445539302409,-0.0250763558666567,2
"1052","1052",-0.488364735749056,-0.592795123022963,-0.498846700469455,-0.554087222186392,-0.321351455590872,-1.86375660775308,-1.01154135706252,-1.71143897868922,-0.521064776839744,-0.463640552294069,-0.477101504810202,2
"1053","1053",-0.723431299357678,-0.290099943480499,-0.501596745989629,0.0104641826840626,-0.388077961784615,-0.540688908036323,-1.01154135706252,-0.595107136763626,-0.498364906800763,-0.334223172515089,-0.170301807781449,2
"1054","1054",-0.0865324663056215,2.20497766634161,1.51900225556442,2.27618475013227,0.989851276196356,1.04699106147981,-0.681127306144481,1.35846856312293,-0.0274936943575724,0.000324425261422972,1.63392934975226,3
"1055","1055",-0.644289393044918,-0.283368070943787,-0.456037658538744,-0.0571828544370646,1.35818565616053,-0.0114611930776316,-0.901403340089843,-0.129969427459431,-0.315070609454743,-0.175881112503515,-0.2033608890629,2
