,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVERAGE_PURCHASE,LIMIT_USAGE,PAYMENTS_TO_MINIMUM_PAYMENT_RATIO,AVERAGE_AMOUNT_PER_PURCHASE,MONTHLY_CASH_ADVANCE,MONTHLY_INSTALLMENTS_PURCHASES,MONTHLY_ONEOFF_PURCHASES,MONTHLY_CASH_ADVANCE_TRANSACTION
5888,C16053,5589.888793,1,454.36,454.36,694.2932782,4441.706964,0.166667,0.166667,0.716914572,0.833333,30,7,6600,1767.288568,1866.858931,0.090909,12,227.1795456,0.846952847,0.946664228,64.90857143,444.1708741,80.70385985,227.1795456,148.0568988
2297,C12367,6891.424677,1,4399.07,3705.13,693.94,1838.093797,1,1,0.333333,0.25,4,80,11150,1834.501318,1864.863139,0.12063128,12,366.5891667,0.618064993,0.983719008,54.988375,612.6979323,173.4851735,308.7608333,459.5234493
3936,C14046,3048.011738,1,1271.34,1239.42,31.92,341.9969157,0.75,0.75,0.083333,0.168769027,2.337089313,24,3200,1216.277275,1864.446362,0.091295108,12,141.26,0.952503668,0.652353052,52.9725,168.8683258,31.92012768,137.7133333,146.3345512
6911,C17099,2629.276828,1,1375.725774,566.150523,809.5752512,3492.909117,0.895661657,0.160238341,0.86912781,0.333333,7,25.35991834,3500,1478.753996,1863.940934,0.094508261,12,127.9990202,0.751221951,0.793348099,54.24803644,873.2281525,77.62334087,294.4314689,498.9870167
4070,C14185,7347.355967,1,3145.764944,1969.124515,1176.640429,3726.752857,0.820620886,0.253190444,0.753353752,0.25,5,34.49115793,11500,2367.28451,1863.527533,0.117640861,12,319.4496791,0.638900519,1.270324408,91.20496768,1242.250952,130.1558117,648.103883,745.3505714
3224,C13317,509.900317,0.363636,21,765.3405074,21,10742.80633,0.083333,0.155980316,0.083333,0.398654661,10.10563309,1,11500,23150.57184,1863.225391,0.333333,12,21.000084,0.044339158,12.42499804,21,2245.637512,21.000084,408.8873344,1063.051293
1319,C11363,7994.33168,1,224.51,461.6647772,224.51,694.278513,0.916667,0.432548444,0.833333,0.166667,3,11,13000,1885.941844,1860.347671,0.142959017,12,20.40999258,0.614948591,1.013757736,20.41,347.1385622,22.45100898,88.94278858,231.426171
5215,C15360,1283.81226,1,166.9,166.9,284.8950677,959.09202,0.166667,0.166667,0.286934364,0.666667,20,6,1200,1363.547891,1860.072318,0.087794608,12,83.4498331,1.06984355,0.733061762,27.81666667,119.8864426,82.74106768,83.4498331,47.954601
434,C10449,4855.340797,1,2690.305572,1625.122145,1065.183427,1886.470361,0.784948722,0.24702537,0.676621917,0.083333,2,24.60131923,6000,2996.735376,1855.766226,0.088709387,12,285.6137282,0.809223466,1.61482375,109.3561507,1886.477907,131.1889008,548.2305145,943.2351805
729,C10755,1433.857464,1,1613.74,800.87,812.87,648.2372478,1,0.416667,0.833333,0.171251025,4.791236374,37,1500,1361.684623,1854.077627,0.239870415,12,134.4783333,0.955904976,0.734426975,43.61459459,315.4420276,81.28703251,160.1738719,135.2964449
4002,C14114,4802.507595,1,3014.396605,1641.132468,1373.264137,286.576749,0.971917212,0.551250913,0.943834087,0.083333,1,51.47566829,5000,986.609534,1852.577516,0.088355927,12,258.4579365,0.960501519,0.53256046,58.55964001,286.5778953,121.2487234,248.0921769,286.576749
8218,C18437,5658.669875,1,740.89,187.0027215,740.89,4599.29664,0.583333,0.167510743,0.583333,0.166667,5,7,11000,1328.416237,1851.570072,0.287770101,12,105.8414891,0.514424534,0.717453937,105.8414286,2299.643721,105.8414891,93.03021343,919.859328
6682,C16868,5211.797605,1,169.67,169.67,444.6938407,5607.28304,0.083333,0.083333,0.299139346,0.083333,1,1,6000,6080.457549,1851.182443,0.097161034,12,169.6706787,0.868632934,3.284634409,169.67,5607.305469,123.8814638,169.6706787,5607.28304
2670,C12746,7499.658084,1,160,160,568.5135243,3603.787202,0.166667,0.166667,0.285166482,0.166667,3,2,13550,1962.972636,1849.313897,0.08883548,12,79.99984,0.553480301,1.06145995,80,1801.889997,166.1349776,79.99984,1201.262401
4038,C14151,2033.538173,1,929.25,297.51,631.74,1567.042271,1,0.25,1,0.083333,1,20,3500,1291.31841,1843.752247,0.137068585,12,77.4375,0.581010907,0.700375233,46.4625,1567.048539,52.645,99.17,1567.042271
2579,C12653,5827.830678,1,577.98,358.02,219.96,2191.528662,1,0.083333,1,0.333333,7,13,6000,1771.36501,1842.75662,0.083333,12,48.165,0.971305113,0.961258253,44.46,547.8827134,18.33,358.0214321,313.0755231
1291,C11335,2006.218006,1,4572.63,3484.5,1088.13,3265.314917,0.5,0.416667,0.25,0.197308512,7.661176576,28,6500,1670.202477,1842.365907,0.117129198,12,762.105,0.308648924,0.906553074,163.3082143,1379.107134,362.71,696.8994425,426.215854
3362,C13457,2948.881234,1,840.48,510,330.48,411.828101,0.5,0.25,0.333333,0.166667,7,15,3000,1520.923579,1841.972209,0.083333,12,140.08,0.982960411,0.825703869,56.032,205.9136387,82.62008262,170,58.83258586
5350,C15501,2891.678357,0.454545,2055.466267,1105.733559,949.7327083,7981.152983,0.861077925,0.3414787,0.637940883,0.083333,4,26.83178856,10000,1379.83404,1840.913723,0.10067363,12,198.9237565,0.289167836,0.749537593,76.60563749,7981.184908,124.0622673,269.8395634,1995.288246
8590,C18823,1283.337407,1,1022.41,171.6,850.81,1158.035224,0.875,0.125,0.75,0.25,5,16,1200,846.998942,1838.41015,0.136353011,8,146.0585714,1.069447839,0.4607236,63.900625,579.017612,141.8016667,171.6,231.6070448
929,C10961,6002.618198,1,1007.516552,472.5526856,534.963866,1163.462217,0.717530819,0.312836935,0.512726439,0.5,10,20.91341285,6500,1498.948148,1837.998855,0.083333,12,117.0119951,0.923479723,0.815532689,48.17561623,193.9103695,86.94757816,125.8783284,116.3462217
1882,C11943,3682.768495,1,1194.15,987.59,206.56,1074.785954,1,0.25,0.916667,0.416667,10,52,4050,2121.026757,1837.003889,0.085774751,12,99.5125,0.909325554,1.154612012,22.96442308,214.9570188,18.77817499,329.1966667,107.4785954
1051,C11085,4862.641586,1,1302.37,1302.37,294.9556256,1279.629012,0.5,0.5,0.369960699,0.25,3,9,6000,1723.432154,1836.602896,0.086233405,12,217.0616667,0.810440264,0.938380397,144.7077778,426.543004,66.43850414,217.0616667,426.543004
6987,C17177,4761.19131,0.833333,4085.81,3157.31,928.5,4023.466646,0.833333,0.5,0.5,0.333333,11,31,7500,1266.516033,1834.821306,0.269572137,6,817.1623269,0.634825508,0.690266692,131.8003226,2011.735335,309.5,1052.436667,365.7696951
4187,C14303,1987.232432,1,544.76,589.5858603,544.76,1152.344411,1,0.1360747,1,0.304711959,6.077659529,14,2000,1124.28278,1834.623457,0.086024596,12,45.39666667,0.993616216,0.612813913,38.91142857,315.1458223,45.39666667,361.0675233,189.6033177
1958,C12020,6727.539699,1,711.72,617.4,94.32,6498.711722,1,0.916667,1,0.416667,12,23,8500,1303.904127,1834.59712,0.093486397,12,59.31,0.791475259,0.710730499,30.94434783,1299.741305,7.86,56.12725232,541.5593102
1436,C11483,6462.461789,1,479.98,479.98,401.4659047,6700.497558,0.083333,0.083333,0.297848231,0.25,7,1,10500,2373.476104,1834.125873,0.098654989,12,479.9819199,0.615472551,1.294063913,479.98,2233.499186,112.3239575,479.9819199,957.2139369
113,C10117,5322.994094,1,2812.2,857.12,1955.08,2510.352951,1,0.25,1,0.333333,8,81,8500,1509.423237,1834.031569,0.0864814,12,234.35,0.626234599,0.823008318,34.71851852,627.5888653,162.9233333,285.7066667,313.7941189
3140,C13229,5920.486917,1,899.8,913.3673955,899.8,1694.266621,1,0.205258106,1,0.25,4,25,6500,1654.932016,1832.433867,0.086267898,12,74.98333333,0.910844141,0.903133284,35.992,564.7555403,74.98333333,370.8206769,423.5666553
717,C10743,7811.234174,1,3184.058555,1838.417309,1345.641245,6372.109273,0.905582287,0.341078823,0.935496535,0.333333,8,63.48984984,16000,2322.058763,1831.024986,0.096771329,12,293.0028741,0.488202136,1.268174263,50.15067074,1593.028911,119.8687181,449.1672666,796.5136591
1846,C11906,8099.879299,1,2352,1161.47,1190.53,389.680166,1,0.833333,1,0.25,4,50,12500,1863.944131,1830.532435,0.085454936,12,196,0.647990344,1.018252447,47.04,129.8933887,99.21083333,116.1470465,97.4200415
3154,C13243,7776.4369,1,107.33,107.33,426.4712048,3404.231913,0.083333,0.083333,0.340587209,0.333333,7,1,8500,1891.304756,1829.724497,0.092664125,12,107.3304293,0.914874929,1.033655482,107.33,851.0588293,104.3470399,107.3304293,486.3188447
3976,C14086,4896.223044,1,3026.374263,1651.141343,1375.23292,396.233514,0.972846478,0.558955916,0.945692629,0.25,3,51.83686727,5000,1288.704377,1828.723569,0.088440409,12,259.2370544,0.979244609,0.704701574,58.38266128,132.077838,121.1839236,246.1645149,132.077838
7033,C17223,1458.219714,1,701.52,183.5930316,701.52,678.6111234,0.583333,0.228263918,0.5,0.312462525,10.32113068,13,1500,612.91894,1827.848509,0.08814839,12,100.2172001,0.972146476,0.335322614,53.96307692,180.9846697,116.92,67.02513226,65.74968814
7385,C17585,4925.078801,1,194.6,194.6,295.0981985,2746.434556,0.333333,0.333333,0.445073489,0.416667,8,4,9000,5149.230429,1825.521318,0.095408766,12,48.65004865,0.547230978,2.820690385,48.65,549.2864718,55.25271026,48.65004865,343.3043195
196,C10202,5588.846272,1,3507.35,603.75,2903.6,2650.73906,0.916667,0.166667,0.833333,0.122973523,2.475682465,34,11500,1412.597253,1825.176503,0.085408201,12,318.8498841,0.485986632,0.77395104,103.1573529,1796.280346,290.3601161,301.8743963,1070.710439
225,C10233,6571.484039,1,9325.22,9325.22,280.4331146,2304.293549,0.333333,0.333333,0.203728026,0.16704072,5.687632319,5,8500,11036.72668,1824.680131,0.097261213,12,2331.307331,0.773115769,6.048581608,1865.044,1149.566779,114.7089414,2331.307331,405.1410885
4197,C14313,5619.654569,1,2457.53,1352.63,1104.9,6088.185478,1,0.571429,0.857143,0.571429,16,35,8000,1140.70277,1824.646248,0.158051697,7,351.0757143,0.702456821,0.625163793,70.21514286,1522.045228,184.1499693,338.1572464,380.5115924
7514,C17716,6388.820712,1,5154.75,1622.06,3532.69,1438.533342,1,0.5,1,0.429773031,13.17480866,115,9500,6436.518476,1823.789613,0.295430224,12,429.5625,0.672507443,3.529200095,44.82391304,278.9327621,294.3908333,270.3433333,109.1881772
7223,C17417,6262.211034,1,1456.07,76.07,1380,5425.912807,0.333333,0.083333,0.25,0.416667,16,8,10500,6933.817424,1823.289954,0.098015543,12,364.017864,0.596401051,3.802915389,182.00875,1085.181693,460,76.07030428,339.1195504
1110,C11146,8115.039014,1,383.42,390.6386915,383.42,4972.631339,0.5,0.316629399,0.416667,0.562976494,13.66804727,7,11000,1982.542865,1821.785907,0.083333,12,63.90333333,0.737730819,1.08824141,54.77428571,736.0626058,76.68393865,102.8117551,363.814321
3815,C13922,2875.669063,1,2155.833839,1237.242312,918.5915276,740.863461,1,0.375457917,1,0.25,8,37.86757096,3000,729.064946,1821.339762,0.086040003,12,179.6528199,0.958556354,0.400290468,56.9308721,246.954487,76.54929396,274.6074098,92.60793263
487,C10508,3690.177649,1,1259.59208,562.9073399,696.6847404,1328.643945,0.858673075,0.20847178,0.802142576,0.5,11,20.93686155,4000,1006.358943,1819.542692,0.085902661,12,122.2421079,0.922544412,0.553083446,60.16145625,221.4406575,72.37748427,225.013405,120.7858132
6394,C16568,3948.776884,1,1419.363687,752.5495486,666.814138,5291.215227,0.814282697,0.33627877,0.746822526,0.5,17,18.76321862,4000,4576.56764,1819.139749,0.083333,12,145.2570559,0.987194221,2.51578673,75.64606665,881.8692045,74.40568927,186.4895081,311.2479545
1141,C11180,4461.155061,1,190,190,137.0227427,454.804237,0.090909,0.090909,0.196052644,0.090909,1,1,5000,1240.620735,1818.377046,0.088868542,11,190.00019,0.892231012,0.682268146,190,454.8046918,63.53708222,190.00019,454.804237
2088,C12153,1681.16287,0.454545,1138.85,616.7872534,1138.85,4044.377495,0.416667,0.170696041,0.333333,0.25,6,5,4500,3763.240294,1818.174017,0.273482004,12,227.7698178,0.373591749,2.069791042,227.77,1348.125832,284.7127847,301.1138241,674.0629158
1723,C11779,1526.707241,1,484.47,200.7626453,484.47,402.906235,0.75,0.192122067,0.666667,0.333333,11,9,1500,1086.417545,1818.148035,0.088435196,12,53.83,1.017804827,0.597540753,53.83,100.7266595,60.55871972,87.08120141,36.62783955
1294,C11338,3950.9879,1,699.44,699.44,377.7116785,444.077396,1,1,0.510329472,0.166667,3,13,4000,994.405792,1817.698864,0.230388924,12,58.28666667,0.987746975,0.547068501,53.80307692,222.0382539,61.6777492,58.28666667,148.0257987
3750,C13856,5825.470945,1,633.11,264.3290658,633.11,1249.383941,0.25,0.202263533,0.166667,0.666667,10,32,6700,1697.035816,1817.190813,0.085788266,12,211.0366667,0.869473275,0.933878712,19.7846875,156.1729145,316.5543669,108.9045651,124.9383941
6599,C16779,5091.643375,1,1762.608761,867.4819716,895.1267896,2302.860148,0.94914922,0.281674141,0.924736312,0.5,10,21.26621137,6000,1315.48708,1815.957627,0.085644468,12,154.7533943,0.848607229,0.724404061,82.88306417,383.8100247,80.66504814,256.6446602,230.2860148
2307,C12377,5897.491823,1,1866.734525,931.2041762,935.5303484,3318.487381,0.891641005,0.365208452,0.697228036,0.333333,8,30.35960911,7500,1417.970244,1809.974326,0.085983443,12,174.4661915,0.786332243,0.783420087,61.48743608,829.6226749,111.815444,212.482344,414.8109226
5581,C15736,6090.22908,1,1583.23,1583.23,550.5184527,8983.561279,0.666667,0.666667,0.615458235,0.333333,11,8,7000,8054.48508,1805.455623,0.083333,12,197.903651,0.870032726,4.461192498,197.90375,2245.892566,74.54045636,197.903651,816.687389
656,C10681,1724.2041,1,8371.19,4192.8,4178.39,959.946429,1,0.5,1,0.083333,1,87,3800,9582.782864,1805.370785,0.25,12,697.5991667,0.453737921,5.307930617,96.22057471,959.9502688,348.1991667,698.8,959.946429
1250,C11293,3850.206279,1,2434.5,2372.1,62.4,6742.419844,0.5,0.333333,0.166667,0.666667,22,22,9000,6120.323572,1803.215713,0.104153765,12,405.75,0.427800698,3.394116149,110.6590909,842.8020591,31.1999376,593.025593,306.4736293
43,C10044,4104.710798,1,203.82,203.82,60.23873912,4513.47117,0.083333,0.083333,0.083333,0.463287481,13.86568453,1,4500,868.275275,1801.264841,0.09410421,12,203.8208153,0.912157955,0.482036431,203.82,811.8557336,60.23898007,203.8208153,325.5137646
6372,C16546,4529.895962,0.727273,1757.613457,650.6981689,1106.915288,21943.84942,1,0.333790199,0.999657101,0.333333,12,36.04183365,13000,33486.31044,1797.797941,0.428571,12,146.4677881,0.348453536,18.62629258,48.76592779,5485.967841,92.27458154,162.4518864,1828.654118
1263,C11306,6619.14864,1,35.92,1988.731166,35.92,2604.125813,0.083333,0.355913633,0.083333,0.292786066,6.754125335,1,13500,2071.643344,1797.588069,0.093018091,12,35.92014368,0.490307307,1.152457217,35.92,741.1912979,35.92014368,465.6399245,385.5607771
5593,C15748,2800.848284,1,2102.857197,1489.407992,613.4492052,230.345891,0.857623448,0.612854953,0.629879114,0.166667,2,35.92695745,3000,864.931529,1796.44717,0.083333,12,204.3298841,0.933616095,0.481467835,58.53145788,115.1727152,81.15964788,202.5231779,115.1729455
1836,C11896,7390.19856,1,612.1,624.3397306,612.1,2735.148792,0.666667,0.219554766,0.666667,0.166667,2,25,12000,1920.45776,1795.652542,0.085737076,12,76.51246174,0.61584988,1.069504102,24.484,1367.571661,76.51246174,236.9719042,1367.574396
7078,C17269,2793.274214,1,46.65,46.65,191.5428159,1423.863661,0.083333,0.083333,0.136576359,0.333333,5,1,3000,1424.667783,1793.463952,0.085675574,12,46.6501866,0.931091405,0.794366556,46.65,355.9662712,116.8716274,46.6501866,284.7727322
286,C10296,4246.430225,1,1373.19125,702.6354177,670.5558323,9270.408108,0.688047116,0.278496552,0.672397619,0.666667,16,44.47807635,7000,6010.525656,1793.262654,0.083333,12,166.3150699,0.606632889,3.351726331,30.87344064,1158.800434,83.10507225,210.2465942,579.4005068
803,C10831,83.477053,0.181818,2677.377423,2500.315155,177.0622678,2654.856157,0.35925912,0.324875867,0.216445864,0.083333,2,17.5711919,3000,12902.18813,1791.729021,0.5,12,621.0413961,0.027825684,7.200970671,152.3731252,2654.866776,68.17034397,641.3514123,1327.428079
2674,C12750,6001.428376,1,4643.18494,2836.49915,1806.685789,2404.829712,0.946267265,0.494530884,0.863236298,0.166667,2,93.29736418,9000,1369.894805,1791.251295,0.085802929,12,408.9035866,0.666825375,0.76476975,49.76758969,1202.412451,174.4101233,477.9780938,1202.414856
4725,C14853,6456.515148,1,2462.20724,1578.565141,883.6420997,3802.386718,0.842575084,0.466709307,0.721717118,0.75,17,30.73494328,7500,2640.103648,1789.614843,0.143277336,12,243.5200621,0.860868686,1.475235668,80.11100648,422.4874131,102.0300611,281.8608781,223.6698069
3776,C13883,5852.750868,1,722.8,269,453.8,5817.204294,0.5,0.083333,0.416667,0.416667,10,8,9000,1771.136112,1789.579488,0.121145295,12,120.4666667,0.650305652,0.989694017,90.35,1163.439928,90.75992739,269.001076,581.7204294
3557,C13656,6930.14958,1,3488.863872,2031.593524,1457.270348,1710.197063,0.791905825,0.333333,0.684359259,0.166667,2,35.21805323,7500,1915.638655,1787.885357,0.091063734,12,367.1379183,0.924019944,1.071454972,99.06464305,855.0968213,177.4494815,507.8988889,855.0985315
2580,C12654,7543.580736,1,4563.444132,2745.78471,1817.659422,2925.55754,0.94967799,0.484298729,0.869656557,0.083333,9,90.14104637,8500,1738.415018,1785.269757,0.085921495,12,400.4378485,0.887480087,0.973754813,50.62559528,2925.569242,174.1740659,472.4674645,325.0619489
1292,C11336,4609.210475,1,335,335,354.3805194,3346.769958,0.166667,0.166667,0.221825244,0.245438411,7.140137079,2,6000,6344.618447,1785.222397,0.083333,12,167.499665,0.768201746,3.553965297,167.5,1136.323756,133.1305194,167.499665,468.7262892
3682,C13785,2403.175046,1,1301.158052,534.3535305,766.8045219,906.383436,0.846247851,0.16528638,0.757429602,0.333333,15,18.05473086,2500,1089.627935,1784.183581,0.088612096,12,128.1301188,0.961270018,0.610715145,72.06742999,226.5960856,84.36477346,269.4079257,60.4255624
6220,C16392,5719.149672,1,1611.04,1447.64,163.4,5034.877748,0.916667,0.333333,0.833333,0.083333,1,27,9000,4997.375402,1783.558275,0.172382959,12,146.4581286,0.635461075,2.80191316,59.66814815,5034.897888,16.34000654,361.9103619,5034.877748
2965,C13051,7215.745096,1,1049.305159,400.1870254,649.118134,3682.382663,0.740606898,0.322558462,0.565896001,0.75,14,15.80680178,12000,1946.227099,1782.085048,0.083333,12,118.0681639,0.601312091,1.092106744,66.38314151,409.1536292,95.58854933,103.3887581,263.0273331
8224,C18443,2732.732417,0.727273,374.95,374.95,886.8123353,3998.665108,0.166667,0.166667,0.785273626,0.333333,43,7,5000,2056.177019,1781.660007,0.100992825,12,187.4746251,0.546546483,1.154079348,53.56428571,999.6672767,94.10863357,187.4746251,92.99221181
7964,C18179,5658.938986,1,111.54,111.54,429.9886807,3344.962624,0.083333,0.083333,0.426932296,0.333333,7,1,6500,1386.242232,1781.099062,0.103550897,12,111.5404462,0.870605998,0.778307205,111.54,836.2414922,83.92991201,111.5404462,477.8518034
2052,C12115,7842.784061,1,5930.99,3862.79,2068.2,4169.353671,1,0.916667,1,0.621016637,20.44085736,168,11500,12493.77894,1780.353532,0.106923896,12,494.2491667,0.681981223,7.017583146,35.3035119,559.4795989,172.35,351.1625996,203.9715653
1366,C11411,5745.78949,1,4752.123199,2864.801845,1887.321354,965.726556,0.936415776,0.610276407,0.756647647,0.333333,6,103.6846466,13500,1684.800793,1779.683281,0.085291948,12,422.9000371,0.425614036,0.946685745,45.83246752,241.4318804,207.8599996,391.1891145,160.954426
237,C10245,7623.224897,1,300,394.8557511,300,2800.728343,0.5,0.28683948,0.416667,0.25,3,6,12000,1975.974183,1774.584333,0.083333,12,50,0.635268741,1.113485646,50,933.5761143,59.999952,114.7144945,933.5761143
538,C10561,7190.047748,1,1549.61,1549.61,956.1902146,3269.100834,0.666667,0.666667,0.484125358,0.75,11,19,17500,1727.425472,1770.058766,0.085683487,12,193.7011531,0.410859871,0.975914193,81.55842105,363.233426,164.5906718,193.7011531,297.1909849
8841,C19081,2588.410789,0.888889,787.4,281.76595,787.4,3762.650329,0.777778,0.294253714,0.666667,0.555556,10,17,3000,1739.406636,1769.001229,0.188183644,9,112.4856821,0.862803596,0.983270451,46.31764706,752.5294638,131.2332677,106.3956928,376.2650329
6789,C16976,3447.523748,1,6341.55,3232.26,3109.29,2307.775197,1,0.75,1,0.5,12,118,5000,5575.894258,1767.825544,0.086582275,12,528.4625,0.68950475,3.154097573,53.74194915,384.6291995,259.1075,359.14,192.3145998
2433,C12506,6074.986862,1,1000,1000,709.850417,4360.872498,0.083333,0.083333,0.448879208,0.5,7,1,14000,1365.324882,1766.055701,0.083333,12,1000.004,0.433927633,0.773092763,1000,726.812083,131.7820037,1000.004,622.9817854
1306,C11350,3892.352781,1,6068.82,5368.71,700.11,1806.05694,0.75,0.583333,0.333333,0.333333,12,61,7500,4417.82569,1764.680048,0.133524475,12,674.3133333,0.518980371,2.503471207,99.48885246,451.5146865,175.027675,766.9590097,150.504745
2868,C12951,6877.333016,1,2727.492132,1042.239794,1685.252337,3801.1506,0.954810551,0.288143823,0.903822411,0.25,3,37.15200843,9000,1370.858877,1757.148202,0.086273548,12,238.0482815,0.764148113,0.780161215,73.41439256,1267.0502,155.3819568,301.4234885,1267.0502
194,C10200,5462.897068,1,1453.32,816.080486,1453.32,5327.199426,0.5,0.455246291,0.5,0.433717306,8.673053874,18,16500,1382.269127,1755.253802,0.099726198,12,242.22,0.331084671,0.78750385,80.74,1023.554465,242.22,149.3844287,614.2241825
5423,C15575,6958.239974,1,2855.810002,2135.495521,720.3144813,3482.699506,0.543223042,0.355555448,0.317800179,0.166667,2,24.5390877,7500,3688.217452,1752.657115,0.090639971,12,438.0965986,0.92776533,2.104357675,116.3780022,1741.34627,188.8803427,500.5069144,1741.349753
5091,C15234,1181.852384,1,750.78,243.6931562,750.78,18.531069,0.5,0.2405127,0.5,0.083333,1,6,1200,1080.501526,1752.604791,0.085803117,12,125.13,0.984876987,0.616511795,125.13,18.53114312,125.13,84.4353043,18.531069
7346,C17544,1728.29571,1,673.8,65.18194004,673.8,500.9531613,1,0.085496269,1,0.151270931,5.29304635,12,1700,727.421149,1751.732122,0.093504866,12,56.15,1.016644535,0.415258212,56.15,275.9690605,56.15,63.53292832,94.64363775
1149,C11189,1818.441161,1,904.3,535.0922669,904.3,653.8171026,1,0.262772816,1,0.111357164,2.77981294,54,1700,1251.158216,1750.367637,0.0889379,12,75.35833333,1.069671271,0.714797389,16.7462963,489.2793279,75.35833333,169.6941979,235.2018343
7683,C17888,1099.221912,1,155.8,155.8,255.8357329,578.660857,0.083333,0.083333,0.526791388,0.166667,4,2,1200,875.977859,1749.680157,0.091675996,12,155.8006232,0.91601826,0.500650279,77.9,289.3298498,40.47075347,155.8006232,144.6652143
7123,C17315,5577.636715,1,5244.8,2089.74,3155.06,2600.115878,1,0.75,1,0.543827666,21.60767987,70,12500,2823.945882,1749.125129,0.245110895,12,437.0666667,0.446210937,1.614490487,74.92571429,398.4282829,262.9216667,232.1933333,120.3329508
2697,C12773,5145.092629,1,1975.72,679.3,1296.42,11834.20581,0.833333,0.333333,0.833333,0.333333,8,33,13500,9059.242461,1748.463874,0.180885095,12,197.572079,0.381117973,5.181258015,59.87030303,2958.554411,129.6420519,169.8251698,1479.275726
169,C10174,1128.124563,1,924.6,327.5044305,924.6,939.4311384,1,0.166396608,1,0.195622554,5.710161427,12,1000,1202.711782,1747.037345,0.088437224,12,77.05,1.128124563,0.688429349,77.05,400.1886622,77.05,164.0179818,164.519191
899,C10929,6366.085376,0.818182,407.86,307.8,100.06,14827.30716,0.083333,0.083333,0.083333,0.166667,2,5,12500,5722.548016,1746.966239,0.198724929,12,407.8616314,0.50928683,3.275706129,81.572,7413.638753,100.0604002,307.8012312,7413.65358
3624,C13726,6851.036206,1,669.93,203.19,466.74,4588.030733,0.75,0.083333,0.666667,0.583333,14,11,9500,2499.79919,1746.510786,0.090614365,12,74.43666667,0.721161706,1.431310479,60.90272727,655.4333364,58.34247083,203.1908128,327.7164809
5705,C15863,4593.098361,0.777778,1405.270545,933.110943,472.1596015,6944.484735,0.643097481,0.201184739,0.53539625,0.333333,9,20.20636682,7000,1108.771839,1744.975926,0.129969605,9,242.7954956,0.656156909,0.635408101,69.54592861,2314.83056,97.98757077,515.3422376,771.609415
5663,C15820,3842.454902,1,1444.77686,1083.483657,361.2932026,6381.534619,0.398187471,0.301727627,0.227115802,0.5,24,14.26430582,6500,3869.74895,1742.491124,0.083333,12,302.3652941,0.591146908,2.220814153,101.2861669,1063.589103,132.5657073,299.2444073,265.8972758
281,C10291,7645.108427,1,4693.15,4332.65,360.5,2212.099447,0.5,0.416667,0.333333,0.377260605,8.671033718,12,13500,4786.64868,1741.158024,0.091524656,12,782.1916667,0.566304328,2.749117894,391.0958333,488.6320444,90.12509013,866.5293068,255.1136946
178,C10183,2933.240476,1,1196.340759,474.1605859,722.1801727,2040.433925,0.656823397,0.309534777,0.52012647,0.583333,13,14.5866217,3000,2431.578544,1739.74883,0.085870558,12,151.7836663,0.977746825,1.397660686,82.0163012,291.4907273,115.705861,127.654096,156.9564558
1140,C11179,1596.02939,1,466.18,175.6,290.58,38.321808,0.727273,0.181818,0.545455,0.090909,1,15,1500,463.861161,1739.237096,0.118085238,11,58.27247815,1.064019593,0.266703811,31.07866667,38.32184632,48.42995964,87.8000878,38.321808
3365,C13460,3862.125712,1,812.78,676.8,135.98,3217.292489,0.5,0.333333,0.25,0.583333,13,14,6000,803.736956,1738.467819,0.085214781,12,135.4633333,0.643687619,0.462324897,58.05571429,459.6134754,45.32666667,169.2001692,247.4840376
263,C10273,2041.480046,1,7323.38,4944.88,2378.5,191.331735,1,0.833333,0.75,0.083333,1,81,3000,3792.095079,1737.893866,0.083333,12,610.2816667,0.680493349,2.182006136,90.41209877,191.3325003,264.2777778,494.4881978,191.331735
6334,C16508,5239.146869,1,57.91,57.91,503.0139575,2973.966812,0.083333,0.083333,0.301097213,0.25,4,1,6000,1218.114753,1737.033754,0.083333,12,57.91023164,0.873191145,0.701261418,57.91,991.3222707,139.2169304,57.91023164,743.491703
1676,C11730,5867.560972,1,609,109.06,499.94,3397.577504,0.583333,0.083333,0.416667,0.333333,9,11,7000,1498.619792,1736.821544,0.083333,12,87.00004971,0.838222996,0.862851913,55.36363636,849.3952254,99.98792001,109.0604362,377.5086116
5857,C16020,5172.929286,1,3030.33,715.29,2315.04,5573.357964,1,0.5,1,0.583333,21,22,7500,10141.66717,1734.593075,0.169381742,12,252.5275,0.689723905,5.84671259,137.7422727,796.1944498,192.92,119.215,265.3979983
749,C10775,1274.851959,1,1798.24,144.86,1653.38,756.233501,1,0.166667,0.916667,0.166667,3,17,1500,1340.224464,1732.955307,0.085726253,12,149.8533333,0.849901306,0.773375089,105.7788235,378.1159943,150.3072181,72.42985514,252.0778337
