CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVERAGE_PURCHASE,LIMIT_USAGE,PAYMENTS_TO_MINIMUM_PAYMENT_RATIO,AVERAGE_AMOUNT_PER_PURCHASE,MONTHLY_CASH_ADVANCE,MONTHLY_INSTALLMENTS_PURCHASES,MONTHLY_ONEOFF_PURCHASES,MONTHLY_CASH_ADVANCE_TRANSACTION
C12371,955.4141199999999,1.0,0.0,0.0,0.0,1145.252721,0.0,0.0,0.0,0.25,4,0,1200.0,1402.659723,372.64136099999996,0.0,12,77.08770577942487,0.7961784333333333,3.764101009173805,inf,381.75090700000004,47.7544350268379,132.6213775489032,286.31318025
C12373,3304.423662,1.0,0.0,0.0,0.0,1270.287892,0.0,0.0,0.0,0.416667,9,0,7000.0,1026.076088,1478.485801,0.0,12,77.08770577942487,0.4720605231428572,0.6940046954160772,inf,254.05737515409987,47.7544350268379,132.6213775489032,141.14309911111113
C12374,1135.6291390000001,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,364.300862,449.07262000000003,0.0,12,33.22,0.7570860926666667,0.8112292884834528,33.22,350.52585087688766,33.22,132.6213775489032,254.79644259747585
C12386,2093.8446559999998,1.0,0.0,0.0,0.0,1307.898095,0.0,0.0,0.0,0.083333,2,0,3000.0,470.841807,912.479272,0.0,12,77.08770577942487,0.6979482186666666,0.5160027426902472,inf,1307.9033266133063,47.7544350268379,132.6213775489032,653.9490475
C12391,2664.7004239999997,1.0,715.51,109.0,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500.0,918.0030320000001,792.9028940000001,0.0,12,79.50111111111111,0.7613429782857142,1.1577748535749448,65.04636363636364,494.57564030256117,86.64433522533442,109.00043600174399,494.573662
C12392,900.482738,1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1,0,1000.0,197.631228,214.62422,0.0,12,77.08770577942487,0.900482738,0.9208244437650139,inf,77.01267005068019,47.7544350268379,132.6213775489032,77.012362
C12393,1146.202492,1.0,0.0,0.0,0.0,58.697368999999995,0.0,0.0,0.0,0.25,3,0,1200.0,290.331406,353.360027,0.0,12,77.08770577942487,0.9551687433333332,0.8216305858500514,inf,19.565789666666664,47.7544350268379,132.6213775489032,19.565789666666664
C12401,234.70048599999998,1.0,82.0,82.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4200.0,350.773984,215.83447900000002,0.0,12,82.000328001312,0.055881068095238094,1.6251990211443463,41.0,350.52585087688766,47.7544350268379,82.000328001312,254.79644259747585
C12403,1435.703308,1.0,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500.0,453.69220599999994,358.574883,0.0,12,83.07620846189576,0.19142710773333335,1.265264879135441,44.30733333333333,472.86740776518445,103.15166666666666,45.7001828007312,315.245569
C12408,3044.269636,1.0,93.31,93.31,0.0,789.6971440000001,0.083333,0.083333,0.0,0.166667,2,1,3500.0,670.7199889999999,949.5205890000001,0.0,12,93.31037324149295,0.8697913245714286,0.7063775096297569,93.31,394.84778230443544,47.7544350268379,93.31037324149295,394.84857200000005
C12419,162.54754,0.909091,405.61,0.0,405.61,0.0,0.916667,0.0,0.916667,0.0,0,23,2200.0,612.6747379999999,130.269702,0.0,12,36.873622955046194,0.07388524545454546,4.703125351434364,17.635217391304348,350.52585087688766,36.873622955046194,132.6213775489032,254.79644259747585
C12426,753.703481,1.0,0.0,0.0,0.0,899.346012,0.0,0.0,0.0,0.083333,2,0,1200.0,1065.666403,160.863666,0.083333,12,77.08770577942487,0.6280862341666666,6.62465570690152,inf,899.3496093984375,47.7544350268379,132.6213775489032,449.673006
C12429,606.3232820000001,1.0,299.9,299.9,0.0,0.0,0.25,0.25,0.0,0.0,0,3,4200.0,502.64224,204.447891,0.0,12,99.96666666666665,0.1443626861904762,2.4585347275604814,99.96666666666665,350.52585087688766,47.7544350268379,99.96666666666665,254.79644259747585
C12437,1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800.0,534.728641,892.117717,0.0,12,103.09619845190076,0.5963169083333334,0.5993924689649449,32.9908,303.62417062417063,74.49333333333333,75.56193955044836,202.41591133333336
C12440,372.924756,0.909091,462.7,162.7,300.0,0.0,0.5,0.083333,0.416667,0.0,0,7,1800.0,1193.383862,114.183944,0.181818,12,77.11666666666666,0.20718042,10.451415673643222,66.1,350.52585087688766,59.99995200003839,162.70065080260318,254.79644259747585
C12443,556.9128860000001,1.0,0.0,0.0,0.0,972.2236849999999,0.0,0.0,0.0,0.083333,1,0,4000.0,1968.0651710000002,188.43584099999998,0.083333,12,77.08770577942487,0.13922822150000003,10.444218894642237,inf,972.2275739102955,47.7544350268379,132.6213775489032,972.2236849999999
C12448,1887.0613489999998,1.0,0.0,0.0,0.0,93.43710899999999,0.0,0.0,0.0,0.166667,3,0,2000.0,411.517239,765.751845,0.0,12,77.08770577942487,0.9435306744999999,0.5374028697247214,inf,46.71846106307787,47.7544350268379,132.6213775489032,31.145702999999997
C12449,152.227891,1.0,946.0,536.0,410.0,0.0,0.75,0.25,0.416667,0.0,0,18,6500.0,804.2559160000001,169.22966399999999,0.2,12,105.11111111111111,0.023419675538461537,4.752452359652502,52.55555555555556,350.52585087688766,81.99993440005247,178.66666666666666,254.79644259747585
C12451,2544.036536,1.0,0.0,0.0,0.0,107.710567,0.0,0.0,0.0,0.083333,1,0,7000.0,1064.575065,587.9575629999999,0.0,12,77.08770577942487,0.3634337908571429,1.8106324877736117,inf,107.71099784399136,47.7544350268379,132.6213775489032,107.710567
C12459,126.289657,0.909091,366.68,0.0,366.68,175.284005,0.333333,0.0,0.333333,0.166667,2,4,3000.0,679.431948,126.69250600000001,0.181818,12,91.67009167009168,0.042096552333333336,5.362842439946685,91.67,87.64182721634556,91.67009167009168,132.6213775489032,87.6420025
C12463,109.59438899999999,1.0,177.0,177.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,170.47103,221.171027,0.0,12,177.000708002832,0.056202250769230765,0.7707656482510252,177.0,350.52585087688766,47.7544350268379,177.000708002832,254.79644259747585
C12466,2866.054641,1.0,0.0,0.0,0.0,236.955668,0.0,0.0,0.0,0.25,4,0,3000.0,714.738754,799.591816,0.0,12,77.08770577942487,0.955351547,0.8938795266508831,inf,78.98522266666667,47.7544350268379,132.6213775489032,59.238917
C12469,1299.93337,1.0,0.0,0.0,0.0,916.37094,0.0,0.0,0.0,0.083333,2,0,2400.0,303.052882,453.831541,0.0,12,77.08770577942487,0.5416389041666666,0.6677651388712095,inf,916.3746054984219,47.7544350268379,132.6213775489032,458.18547
C12472,4587.892398,1.0,140.6,140.6,0.0,953.9340179999999,0.083333,0.083333,0.0,0.25,3,2,5500.0,1151.202909,1489.130441,0.0,12,140.60056240224958,0.8341622541818182,0.7730705634000266,70.3,317.978006,47.7544350268379,140.60056240224958,317.978006
C12475,34.387537,1.0,153.18,61.9,91.28,0.0,0.416667,0.083333,0.416667,0.0,0,11,2500.0,99.085409,145.637604,0.0,12,30.635975491219604,0.013755014800000001,0.6803559402144517,13.925454545454546,350.52585087688766,18.25598539521168,61.9002476009904,254.79644259747585
C12483,1176.9920849999999,1.0,890.0,400.0,490.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,3000.0,640.607666,289.74740099999997,0.0,12,127.14292979595989,0.39233069499999995,2.2109177296813787,127.14285714285714,350.52585087688766,97.9999216000627,400.0016000064,254.79644259747585
C12490,17.026818,1.0,453.24,0.0,453.24,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,435.997908,62.817278,0.25,12,37.77,0.008513409,6.940732261592105,37.77,350.52585087688766,37.77,132.6213775489032,254.79644259747585
C12491,229.540732,1.0,694.91,37.5,657.41,0.0,0.916667,0.166667,0.833333,0.0,0,15,7500.0,1016.0904230000001,189.29217,0.083333,12,63.173613391413305,0.030605430933333334,5.367841802436942,46.32733333333333,350.52585087688766,65.74102629641052,18.749962500075,254.79644259747585
C12498,2537.257188,1.0,0.0,0.0,0.0,557.526465,0.0,0.0,0.0,0.166667,2,0,2750.0,933.01991,602.387923,0.0,12,77.08770577942487,0.9226389774545455,1.5488688839467322,inf,278.76267497465005,47.7544350268379,132.6213775489032,278.7632325
C12504,1128.7176359999999,1.0,55.69,55.69,0.0,56.453676,0.083333,0.083333,0.0,0.083333,1,3,1200.0,266.28641899999997,544.723121,0.0,12,55.69022276089103,0.9405980299999999,0.48884728540832395,18.563333333333333,56.45390181560726,47.7544350268379,55.69022276089103,56.453676
C12508,1368.99507,1.0,521.31,140.0,381.31,0.0,1.0,0.083333,1.0,0.0,0,20,3000.0,616.0959650000001,467.239217,0.0,12,43.442499999999995,0.45633168999999996,1.3185878723018236,26.065499999999997,350.52585087688766,31.775833333333335,140.00056000224,254.79644259747585
C12525,198.12511999999998,1.0,0.0,0.0,0.0,973.656086,0.0,0.0,0.0,0.166667,5,0,1200.0,253.475631,73.411615,0.083333,12,77.08770577942487,0.16510426666666664,3.4528000916476227,inf,486.8270693458613,47.7544350268379,132.6213775489032,194.7312172
C12534,490.36878499999995,1.0,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500.0,3170.370677,269.655125,0.083333,12,186.40585087531926,0.0891579609090909,11.757131176349791,186.406,987.0738922955691,233.38666666666666,231.87092748370992,987.069944
C12540,1203.4645560000001,1.0,440.0,0.0,440.0,1472.061257,0.333333,0.0,0.25,0.083333,3,4,3000.0,584.787421,267.430198,0.0,12,110.00011000011,0.40115485200000006,2.1866917998542554,110.0,1472.067145268581,146.66666666666666,132.6213775489032,490.6870856666667
C12555,1589.4492710000002,1.0,255.75,187.0,68.75,0.0,0.333333,0.166667,0.166667,0.0,0,5,3500.0,599.0444209999999,586.6937019999999,0.0,12,63.93756393756394,0.4541283631428572,1.0210513918214859,51.15,350.52585087688766,34.3749312501375,93.49981300037399,254.79644259747585
C12560,2008.0049760000002,1.0,75.5,75.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,485.389275,603.340807,0.0,12,37.749924500150996,0.40160099520000003,0.8045026448874026,37.75,350.52585087688766,47.7544350268379,37.749924500150996,254.79644259747585
C12568,1978.0410969999998,1.0,0.0,0.0,0.0,1922.461395,0.0,0.0,0.0,0.166667,4,0,5500.0,1481.136548,477.28419299999996,0.0,12,77.08770577942487,0.35964383581818177,3.10325916869407,inf,961.2287750424499,47.7544350268379,132.6213775489032,480.61534875
C12578,1132.282217,1.0,0.0,0.0,0.0,68.520455,0.0,0.0,0.0,0.083333,1,0,1200.0,281.613657,240.36658300000002,0.0,12,77.08770577942487,0.9435685141666666,1.1716007004184936,inf,68.52072908291632,47.7544350268379,132.6213775489032,68.520455
C12581,1373.252757,1.0,0.0,0.0,0.0,79.435812,0.0,0.0,0.0,0.166667,3,0,1500.0,303.776791,466.08332,0.0,12,77.08770577942487,0.915501838,0.6517649912895402,inf,39.717826564346865,47.7544350268379,132.6213775489032,26.478604
C12582,71.542751,1.0,561.38,0.0,561.38,0.0,1.0,0.0,1.0,0.0,0,32,1500.0,482.868194,168.92687800000002,0.416667,12,46.781666666666666,0.04769516733333333,2.858445024953341,17.543125,350.52585087688766,46.781666666666666,132.6213775489032,254.79644259747585
C12586,727.467671,1.0,420.88,0.0,420.88,429.48125300000004,0.416667,0.0,0.333333,0.333333,4,7,4500.0,1190.41941,205.529399,0.0,12,84.17593265925386,0.16165948244444445,5.791966578951559,60.12571428571429,107.37042062042063,105.22010522010522,132.6213775489032,107.37031325000001
C12587,1115.208504,1.0,30.0,30.0,0.0,1484.671104,0.083333,0.083333,0.0,0.416667,11,1,1500.0,1839.9087190000002,570.913732,0.083333,12,30.00012000048,0.743472336,3.2227438505542905,30.0,296.9339832528134,47.7544350268379,30.00012000048,134.97010036363636
C12591,752.485849,0.727273,0.0,0.0,0.0,1075.239192,0.0,0.0,0.0,0.083333,4,0,1200.0,1321.7983470000001,145.445603,0.0,12,77.08770577942487,0.6270715408333334,9.08792235541146,inf,1075.2434929739718,47.7544350268379,132.6213775489032,268.809798
C12606,2297.7089739999997,1.0,0.0,0.0,0.0,797.536774,0.0,0.0,0.0,0.083333,2,0,3000.0,893.62955,469.99020700000005,0.0,12,77.08770577942487,0.7659029913333332,1.9013790855433714,inf,797.5399641598566,47.7544350268379,132.6213775489032,398.768387
C12607,1667.269812,1.0,86.69,86.69,0.0,715.7473190000001,0.083333,0.083333,0.0,0.083333,2,1,5500.0,313.750208,351.085178,0.0,12,86.69034676138703,0.3031399658181818,0.893658370277312,86.69,715.7501820007279,47.7544350268379,86.69034676138703,357.87365950000003
C12612,533.1633780000001,0.909091,0.0,0.0,0.0,930.378581,0.0,0.0,0.0,0.166667,2,0,1800.0,1753.60425,206.790234,0.11111099999999999,12,77.08770577942487,0.2962018766666667,8.480111541437688,inf,465.1883601232798,47.7544350268379,132.6213775489032,465.1892905
C12616,2384.257016,1.0,0.0,0.0,0.0,99.110887,0.0,0.0,0.0,0.166667,2,0,2500.0,564.37975,847.0796369999999,0.0,12,77.08770577942487,0.9537028064,0.6662652781960334,inf,49.55534438931122,47.7544350268379,132.6213775489032,49.5554435
C12621,1822.2592350000002,1.0,0.0,0.0,0.0,1672.6535509999999,0.0,0.0,0.0,0.25,4,0,2500.0,589.389711,428.293387,0.0,12,77.08770577942487,0.7289036940000001,1.3761354456775678,inf,557.5511836666666,47.7544350268379,132.6213775489032,418.16338774999997
C12623,93.964086,1.0,815.34,149.04,666.3,0.0,0.916667,0.25,0.75,0.0,0,14,2500.0,361.786239,125.69386599999999,0.3,12,74.12179122843955,0.0375856344,2.8783126059628086,58.23857142857143,350.52585087688766,74.03333333333333,49.68,254.79644259747585
C12626,2177.338711,1.0,0.0,0.0,0.0,430.53407300000003,0.0,0.0,0.0,0.083333,2,0,2500.0,943.9095550000001,663.690608,0.0,12,77.08770577942487,0.8709354843999999,1.4222132174574935,inf,430.53579514318056,47.7544350268379,132.6213775489032,215.26703650000002
C12627,1055.833418,1.0,351.54,61.54,290.0,0.0,1.0,0.083333,0.916667,0.0,0,13,3000.0,585.022975,251.539573,0.0,12,29.295,0.3519444726666666,2.325769134544885,27.04153846153846,350.52585087688766,26.36362677686299,61.54024616098464,254.79644259747585
C12636,1581.742203,1.0,0.0,0.0,0.0,335.348071,0.0,0.0,0.0,0.166667,2,0,1800.0,463.88804000000005,448.969242,0.0,12,77.08770577942487,0.8787456683333333,1.0332289979009297,inf,167.67370015259968,47.7544350268379,132.6213775489032,167.6740355
C12637,1026.201421,1.0,0.0,0.0,0.0,244.88818999999998,0.0,0.0,0.0,0.166667,2,0,1200.0,440.519737,320.383825,0.0,12,77.08770577942487,0.8551678508333334,1.3749749601122967,inf,122.44385011229976,47.7544350268379,132.6213775489032,122.44409499999999
C12638,1585.806548,1.0,0.0,0.0,0.0,274.3843,0.0,0.0,0.0,0.083333,1,0,2000.0,566.302426,351.844812,0.0,12,77.08770577942487,0.792903274,1.609523308816047,inf,274.3853975415901,47.7544350268379,132.6213775489032,274.3843
C12639,645.181409,0.636364,0.0,0.0,0.0,2014.386387,0.0,0.0,0.0,0.166667,2,0,1400.0,2185.891694,436.13514299999997,0.0,12,77.08770577942487,0.4608438635714286,5.011959547593714,inf,1007.1911791176417,47.7544350268379,132.6213775489032,1007.1931935
C12640,237.86143900000002,1.0,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200.0,589.35887,186.59462,0.083333,12,94.83666666666666,0.0743316996875,3.15849872841993,94.83666666666666,1431.6794547178188,64.42594845924123,246.8909875639502,477.224576
C12646,989.0222289999999,1.0,0.0,0.0,0.0,559.2005280000001,0.0,0.0,0.0,0.416667,5,0,1200.0,1071.879544,263.735953,0.0,12,77.08770577942487,0.8241851908333333,4.064214726158325,inf,111.8400161279871,47.7544350268379,132.6213775489032,111.84010560000002
C12650,1072.257388,1.0,0.0,0.0,0.0,39.265903,0.0,0.0,0.0,0.083333,1,0,1200.0,286.46296,263.950897,0.0,12,77.08770577942487,0.8935478233333334,1.0852888293082785,inf,39.26606006424026,47.7544350268379,132.6213775489032,39.265903
C12652,975.8208619999999,1.0,66.72,0.0,66.72,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,254.277454,199.50773999999998,0.0,12,16.68001668001668,0.975820862,1.2745242565526531,16.68,350.52585087688766,16.68001668001668,132.6213775489032,254.79644259747585
C12658,234.183227,1.0,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500.0,1436.2344369999998,169.80316000000002,0.25,12,56.11816141157766,0.09367329079999999,8.458231501698789,51.44166666666666,94.22265266666666,49.72222222222222,84.8998302003396,70.6669895
C12659,36.868846999999995,1.0,360.0,0.0,360.0,0.0,0.5,0.0,0.416667,0.0,0,6,3000.0,286.431721,91.31394,0.0,12,60.0,0.012289615666666665,3.1367797841162037,60.0,350.52585087688766,71.99994240004607,132.6213775489032,254.79644259747585
C12660,334.1265,0.818182,0.0,0.0,0.0,1783.362859,0.0,0.0,0.0,0.416667,10,0,1400.0,1811.5582370000002,176.97812199999998,0.181818,12,77.08770577942487,0.23866178571428573,10.236057522409467,inf,356.6722864621708,47.7544350268379,132.6213775489032,178.3362859
C12663,443.20278899999994,1.0,350.31,0.0,350.31,153.17366299999998,0.25,0.0,0.166667,0.25,3,3,4500.0,398.335288,223.457783,0.0,12,116.77,0.09848950866666666,1.7825975119425577,116.77,51.05788766666666,175.1546496907006,132.6213775489032,51.05788766666666
C12665,1872.9340170000003,1.0,382.5,310.0,72.5,0.0,0.416667,0.416667,0.083333,0.0,0,7,1950.0,463.93879400000003,1005.849526,0.0,12,76.49993880004895,0.9604789830769233,0.46124075421595423,54.642857142857146,350.52585087688766,72.50029000116,61.99995040003967,254.79644259747585
C12666,2490.7875940000004,1.0,176.65,66.69,109.96,152.71213400000002,1.0,0.25,0.833333,0.083333,1,14,2500.0,857.9791339999999,746.423779,0.0,12,14.720833333333333,0.9963150376000002,1.149453109799708,12.617857142857144,152.71274485097942,10.996004398401759,22.23,152.71213400000002
C12673,597.44365,1.0,0.0,0.0,0.0,36.582227,0.0,0.0,0.0,0.083333,1,0,1500.0,1572.9051140000001,160.096384,0.181818,12,77.08770577942487,0.3982957666666667,9.824738540003503,inf,36.582373329493315,47.7544350268379,132.6213775489032,36.582227
C12678,2740.10065,1.0,169.19,169.19,0.0,464.040014,0.083333,0.083333,0.0,0.083333,1,2,3200.0,1108.374243,625.831281,0.0,12,169.19067676270703,0.8562814531249999,1.771043213482325,84.595,464.0418701674806,47.7544350268379,169.19067676270703,464.040014
C12679,393.700868,1.0,0.0,0.0,0.0,673.6446179999999,0.0,0.0,0.0,0.166667,3,0,1000.0,319.088414,185.010395,0.0,12,77.08770577942487,0.39370086800000004,1.724705328043865,inf,336.82163535672925,47.7544350268379,132.6213775489032,224.54820599999996
C12680,459.134859,1.0,223.34,0.0,223.34,0.0,0.666667,0.0,0.666667,0.0,0,9,500.0,498.40193899999997,455.872675,0.0,12,27.91748604125698,0.918269718,1.0932919789500433,24.815555555555555,350.52585087688766,27.91748604125698,132.6213775489032,254.79644259747585
C12685,1114.506863,1.0,602.07,0.0,602.07,0.0,1.0,0.0,0.833333,0.0,0,15,1800.0,676.487532,248.438014,0.0,12,50.17250000000001,0.6191704794444445,2.7229630486419842,40.138000000000005,350.52585087688766,60.20702408280964,132.6213775489032,254.79644259747585
C12686,1212.426549,1.0,265.22,265.22,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,332.755679,441.11556399999995,0.0,12,132.60973478053043,0.404142183,0.7543503475202703,132.61,350.52585087688766,47.7544350268379,132.60973478053043,254.79644259747585
C12690,909.5601619999999,1.0,912.1,669.88,242.22,752.060162,0.25,0.25,0.166667,0.416667,11,16,1200.0,1476.333722,668.368282,0.083333,12,304.03333333333336,0.7579668016666665,2.208862631216243,57.00625,150.41191207047032,121.10975778048443,223.29333333333332,68.36910563636364
C12693,86.547135,0.818182,789.45,789.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,2500.0,1370.1717130000002,119.649702,0.11111099999999999,12,157.88987368810103,0.034618854,11.45152633142371,157.89000000000001,350.52585087688766,47.7544350268379,157.88987368810103,254.79644259747585
C12696,32.821775,1.0,644.99,0.0,644.99,0.0,1.0,0.0,1.0,0.0,0,33,4000.0,579.016837,75.94409399999999,0.3,12,53.74916666666667,0.008205443750000001,7.624251031291519,19.545151515151517,350.52585087688766,53.74916666666667,132.6213775489032,254.79644259747585
C12699,134.238558,1.0,420.0,287.0,133.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,7500.0,519.436959,190.475641,0.0,12,60.00003428573388,0.017898474400000003,2.727051901612973,60.0,350.52585087688766,26.59997872001702,287.001148004592,254.79644259747585
C12700,128.48978,1.0,462.86,0.0,462.86,0.0,1.0,0.0,1.0,0.0,0,34,3000.0,381.3599,171.90371100000002,0.0,12,38.571666666666665,0.042829926666666664,2.218450653459133,13.613529411764706,350.52585087688766,38.571666666666665,132.6213775489032,254.79644259747585
C12702,1544.585361,1.0,0.0,0.0,0.0,549.0628839999999,0.0,0.0,0.0,0.083333,2,0,2000.0,408.068987,478.09786799999995,0.0,12,77.08770577942487,0.7722926805,0.8535260546277944,inf,549.0650802603209,47.7544350268379,132.6213775489032,274.53144199999997
C12710,542.8074849999999,1.0,220.62,220.62,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,2000.0,608.782428,166.733071,0.0,12,110.30977938044124,0.2714037425,3.6512398191238256,73.54,350.52585087688766,47.7544350268379,110.30977938044124,254.79644259747585
C12714,1304.460033,1.0,0.0,0.0,0.0,78.76309599999999,0.0,0.0,0.0,0.166667,2,0,1500.0,395.136073,368.588193,0.0,12,77.08770577942487,0.869640022,1.0720258556952746,inf,39.381469237061516,47.7544350268379,132.6213775489032,39.381547999999995
C12715,1601.692049,1.0,61.46,0.0,61.46,0.0,0.25,0.0,0.25,0.0,0,6,4000.0,399.369214,512.7597049999999,0.0,12,20.486666666666668,0.40042301225,0.7788623210944394,10.243333333333334,350.52585087688766,20.486666666666668,132.6213775489032,254.79644259747585
C12721,1327.653853,1.0,20.9,20.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,287.690115,483.2481,0.0,12,20.900083600334398,0.8851025686666667,0.5953259102312042,20.9,350.52585087688766,47.7544350268379,20.900083600334398,254.79644259747585
C12723,3441.5161740000003,1.0,358.68,0.0,358.68,0.0,1.0,0.0,0.916667,0.0,0,12,7500.0,1376.000823,751.654272,0.0,12,29.89,0.45886882320000005,1.8306299508399522,29.89,350.52585087688766,32.607260870086954,132.6213775489032,254.79644259747585
C12725,1828.6219600000002,1.0,0.0,0.0,0.0,689.185829,0.0,0.0,0.0,0.083333,1,0,2300.0,2466.964742,471.940554,0.0,12,77.08770577942487,0.7950530260869566,5.227278565257607,inf,689.188585754343,47.7544350268379,132.6213775489032,689.185829
C12728,1517.559661,1.0,0.0,0.0,0.0,456.39607699999993,0.0,0.0,0.0,0.166667,2,0,1950.0,473.17571200000003,381.27230299999997,0.0,12,77.08770577942487,0.7782357235897436,1.2410440209710174,inf,228.19758210483573,47.7544350268379,132.6213775489032,228.19803849999997
C12735,745.1576769999999,1.0,485.17,485.17,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,191.11158700000001,285.884887,0.0,12,242.58451483097033,0.2483858923333333,0.6684913952796673,242.585,350.52585087688766,47.7544350268379,242.58451483097033,254.79644259747585
C12736,32.915397999999996,0.727273,192.99,68.6,124.39,0.0,0.333333,0.083333,0.25,0.0,0,5,6000.0,153.983501,137.922744,0.090909,12,48.24754824754825,0.005485899666666666,1.1164474874426802,38.598,350.52585087688766,41.46333333333333,68.6002744010976,254.79644259747585
C12740,939.348677,1.0,50.0,50.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,315.440785,628.156487,0.0,12,50.0002000008,0.9393486769999999,0.5021691115640744,50.0,350.52585087688766,47.7544350268379,50.0002000008,254.79644259747585
C12742,123.05866999999999,1.0,151.92,0.0,151.92,0.0,1.0,0.0,1.0,0.0,0,12,3500.0,447.181346,171.75455,0.083333,12,12.659999999999998,0.035159619999999996,2.603606984502012,12.659999999999998,350.52585087688766,12.659999999999998,132.6213775489032,254.79644259747585
C12743,72.794263,1.0,227.64,0.0,227.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,159.044676,170.517535,0.0,12,18.97,0.0291177052,0.932717424046741,18.97,350.52585087688766,18.97,132.6213775489032,254.79644259747585
C12744,2376.965338,1.0,0.0,0.0,0.0,1321.906162,0.0,0.0,0.0,0.333333,4,0,3000.0,549.4579480000001,557.916999,0.0,12,77.08770577942487,0.7923217793333334,0.9848381551105957,inf,330.476870976871,47.7544350268379,132.6213775489032,330.4765405
C12751,1127.139413,1.0,185.0,140.0,45.0,737.622804,0.166667,0.166667,0.166667,0.166667,2,4,6100.0,2166.388477,311.343748,0.0,12,92.49981500036999,0.1847769529508197,6.958188468264987,46.25,368.8106643786712,22.499955000089997,69.99986000028,368.811402
C12760,142.278809,0.909091,164.68,32.74,131.94,0.0,0.833333,0.083333,0.666667,0.0,0,10,2500.0,539.762925,141.426265,0.0,12,16.468006587202638,0.0569115236,3.8165677711986525,16.468,350.52585087688766,16.492491753754123,32.74013096052384,254.79644259747585
C12763,432.79313099999996,1.0,540.13,315.3,224.83,0.0,0.666667,0.166667,0.5,0.0,0,13,6500.0,737.5229820000001,163.94759,0.0,12,67.51621624189187,0.0665835586153846,4.498528962822815,41.54846153846154,350.52585087688766,37.47166666666667,157.6496847006306,254.79644259747585
C12766,20.758677,0.818182,548.01,0.0,548.01,0.0,0.666667,0.0,0.583333,0.0,0,8,1900.0,1049.6360650000001,55.511514,0.0,12,68.50121574939212,0.01092561947368421,18.90843879703948,68.50125,350.52585087688766,78.28718759267863,132.6213775489032,254.79644259747585
C12768,1744.9568329999997,1.0,0.0,0.0,0.0,198.295367,0.0,0.0,0.0,0.25,5,0,1800.0,525.4618389999999,539.962551,0.0,12,77.08770577942487,0.9694204627777776,0.9731449672331072,inf,66.09845566666667,47.7544350268379,132.6213775489032,39.6590734
C12771,1530.725391,1.0,0.0,0.0,0.0,59.670168000000004,0.0,0.0,0.0,0.083333,1,0,1600.0,347.02884500000005,526.3847969999999,0.0,12,77.08770577942487,0.956703369375,0.6592683659896813,inf,59.67040668162672,47.7544350268379,132.6213775489032,59.670168000000004
C12772,337.478135,1.0,0.0,0.0,0.0,1620.674351,0.0,0.0,0.0,0.416667,9,0,3000.0,978.2905820000001,216.74072,0.0,12,77.08770577942487,0.11249271166666668,4.513644607252389,inf,324.13461089231123,47.7544350268379,132.6213775489032,180.07492788888888
C12778,127.062095,0.818182,453.3,330.8,122.5,0.0,0.583333,0.416667,0.166667,0.0,0,9,7000.0,593.965783,127.194961,0.166667,12,64.75717986124565,0.018151727857142856,4.669727309401824,50.36666666666667,350.52585087688766,61.249877500245,66.15994707204234,254.79644259747585
C12779,259.623619,1.0,377.79,290.29,87.5,0.0,0.666667,0.25,0.583333,0.0,0,10,1500.0,1575.021839,212.40251899999998,0.0,12,47.223726388136804,0.17308241266666669,7.415269114581452,37.779,350.52585087688766,12.500007142861225,96.76333333333334,254.79644259747585
